name,category,address,website,plus_code,comment_avg,comment_count 
GAZTOM TOMASZ NASIŃSKI,Sanitärinstallateur,"Generała Józefa Bema 5, 87-720 Ciechocinek, Polen",,"VQFG+PV Ciechocinek, Polen","4,1",8
Samiec Alfred. Usługi instalacyjno - budowlane,Sanitärinstallateur,"Świętej Jadwigi 25, 55-100 Trzebnica, Polen",,"8346+PQ Trzebnica, Polen","3,7",3
"Jóźwik Daniel. Instalacje sanitarne, c.o. i gazowe",Auftragnehmer,"Tadeusza Kościuszki 13, 56-100 Wołów, Polen",,"8JHJ+88 Wołów, Polen","5,0",1
Junkers. Instalacje c.o. Wtykło P.,Auftragnehmer,"osiedle Górnicze 27, 58-308 Wałbrzych, Polen",,"Q88M+68 Wałbrzych, Polen","4,8",4
Polmor Plus,Geschäftsstelle,"Koperkowa 19, 86-031 Osielsko, Polen",polmorplus.pl,"53H7+VF Osielsko, Polen",,
Lewandowski K. Zakład instalacyjno - sanitarny,Auftragnehmer,"Narcyzowa 17, 87-600 Lipno, Polen",,"R5P8+Q9 Lipno, Polen",,
Wieczorek Stefan. Usługi hydrauliczne,Sanitärinstallateur,"Stanisława Staszica 3, 88-300 Mogilno, Polen",,"MW8M+CR Mogilno, Polen","5,0",1
Usługi Ogólno-Budowlane Damian Skonecki,Generalunternehmer,"Julkowo 26, 87-605 Julkowo, Polen",,"Q9HX+WR Julkowo, Polen",,
Aqua-kan. PHU,Gasinstallateur,"Szybowcowa 9, 88-110 Inowrocław, Polen",,"R749+RX Hohensalza, Polen","5,0",2
"W-Max. Przyłącza gazowe i wod-kan, kotły gazowe, przeciski pod drogami, roboty ziemne, minikoparka",Auftragnehmer,"Startowa 5, 85-744 Bydgoszcz, Polen",w-max.com.pl,"43GF+43 Bydgoszcz, Polen","5,0",19
"Daniel Olszanowski Usługi Kanalizacyjne - czyszczenie kanalizacji, udrażnianie rur, wuko + kamera, wywóz szamba",Kanalservice,"Sądecka 31, 85-689 Bydgoszcz, Polen",,"5375+XR Bydgoszcz, Polen","5,0",11
Usługi hydrauliczne i instalacyjne (wod. kan. co. gaz) - Arkadiusz Pałucki,Sanitärinstallateur,"Jeziora Wielkie 129A, 88-324, Polen",apinstalacje.com,"G7RC+JR Jeziora Wielkie, Polen","5,0",9
P.W. AKo instal Andrzej Kozłowski,Elektriker,"Płowiecka 24, 88-220 Osięciny, Polen",akoinstal.pl,"JPHC+94 Osięciny, Polen","4,9",8
"Jar-Pol. Zakład instalacji gazowej, wod.-kan. i c.o. Szulc J.",Auftragnehmer,"87-811 Szpetal Górny, Polen",,"M4Q4+RR Szpetal Górny, Polen","4,0",4
KropPex,Sanitärinstallateur,"Jana Kasprowicza 4/2, 87-100 Toruń, Polen",,"2H7F+Q5 Toruń, Polen","5,0",3
"Usługi Hydrauliczne,udrażnianie kanalizacji, pogotowie kanalizacyjne, WUKO, kujawsko-pomorskie,",Sanitärinstallateur,"Łódzka 144, 87-100 Toruń, Polen",,"XJRX+MX Toruń, Polen","4,8",25
Hydro Spec Łukasz Konieczyński,Sanitärinstallateur,"Poznańska 232, 87-100 Toruń, Polen",hspec.pl,"XHHC+H9 Toruń, Polen","5,0",8
Usługi Hydrauliczne Marcin Stańczuk,Sanitärinstallateur,"Grabarska 2, 21-500 Biała Podlaska, Polen",,"2485+26 Biała Podlaska, Polen","5,0",5
Usługi hydrauliczne Konrad Perenc,Sanitärinstallateur,"Koło 5g, 20-508 Lublin, Polen",,"6G9Q+G3 Lublin, Polen",,
Hydraulik Artur Panasiewicz Instalacje WOD-KAN-CO-GAZ,Heizungsmonteur,"Listopadowa, 22-500 Hrubieszów, Polen",,"RV2X+VR Hrubieszów, Polen",,
Instalacje Hydrauliczne Hydromix Smyl Marcin,Sanitärinstallateur,"Piłsudskiego 1B, 23-310 Modliborzyce, Polen",,"Q86F+R9 Modliborzyce, Polen","5,0",1
Kudrelek Bogdan. Usługi hydrauliczne,Sanitärinstallateur,"Polesie 62, 21-100 Lubartów, Polen",,"FHHR+XW Lubartów, Polen","5,0",1
Firma remontowo-budowlana,Geschäftsstelle,"1 Maja 77/44, 21-100 Lubartów, Polen",,"FJ36+PM Lubartów, Polen","4,3",3
Terma-Tex,Hydraulikgeräte-Reparaturdienst,"Farna 10, 21-100 Lubartów, Polen",terma-tex.pl,"FJ76+C4 Lubartów, Polen","5,0",2
AMPLUS Arkadiusz Mazurek Wykopy koparkami Instalacje Elektryczne Alarmy,Elektriker,"DW829 69B, 21-100 Lubartów, Polen",amplus01.pl,"CM3J+8X Lubartów, Polen","5,0",1
H&V System Radosław Wnuk,Sanitärinstallateur,"Nowiny 8, 22-351 Nowiny, Polen",,"2X48+2H Nowiny, Polen","5,0",6
OXYWENT - rekuperacja - klimatyzacja - pompy ciepła,Heizungs- und Klimatechnikbetrieb,"Trzeszkowice 74A, 21-007 Mełgiew, Polen",oxywent.pl,"6RW2+W8 Trzeszkowice, Polen","4,6",76
Zubrzycki-Serwis s.c. Instalacje Sanitarne,Heizungs- und Klimatechnikbetrieb,"Jana Sawy 5, 20-400 Lublin, Polen",,"6GPF+R5 Lublin, Polen","4,6",20
Wod-Gaz. Instalacje,Sanitärinstallateur,"Marii Skłodowskiej-Curie 69, 22-600 Tomaszów Lubelski, Polen",,"CCM8+3J Tomaszów Lubelski, Polen","5,0",4
Kędra Krzysztof. Zakład instalatorstwa sanitarnego wod-kan c.o. i gazowego,Auftragnehmer,"Maziarnia 11, 22-600 Tomaszów Lubelski, Polen",,"F92W+QH Tomaszów Lubelski, Polen",,
"Hydraulika Zamość, Hydro-Gaz S.C.",Sanitärinstallateur,"Szwedzka 86, 22-400 Zamość, Polen",,"P7P8+FC Zamość, Polen","5,0",2
Hydraulik Nowa Sól_ Usuwanie awarii_Usługi hydrauliczne_Ditmar-Tech_Montaż klimatyzacji,Sanitärinstallateur,"Orzeszkowej, 67-100 Nowa Sól, Polen",ditmar-tech.pl,"QMXW+CM Nowa Sól, Polen","5,0",21
INSTAL-WENT,Geschäftsstelle,"Wielkopolska 1, 67-100 Nowa Sól, Polen",instal-went.pl,"QPQ7+HG Nowa Sól, Polen","4,3",23
Ptaszkiewicz Stanisław. Zakład instalacji sanitarnych c.o. i gaz,Auftragnehmer,"Morelowa 2, 66-400 Gorzów Wielkopolski, Polen",,"P69P+JQ Gorzów Wielkopolski, Polen","5,0",1
"Saleta R. Zakład instalacji gazowej, sanitarnej i c.o.",Auftragnehmer,"Botaniczna 2, 67-100 Nowa Sól, Polen",,"RP96+FP Nowa Sól, Polen",,
Tomex. Jaworski T.,Sanitärinstallateur,"Przyczyna Górna 151, 67-400 Przyczyna Górna, Polen",,"R7HR+52 Przyczyna Górna, Polen","3,0",2
El-Instal D.M.Lenarczyk,Generalunternehmer,"25, 05-610 Goszczyn, Polen",,"PWF6+6Q Goszczyn, Polen","5,0",1
Szafirowicz P. Usługi remontowo - budowlane,Auftragnehmer,"Tadeusza Kościuszki, 69-200 Sulęcin, Polen",,"C4R7+G4 Sulęcin, Polen",,
INSTALPRO-EKO Piotr Wudarczyk,Sanitärinstallateur,"Długa 1, 27-300 Lipsko, Polen",,"5J6R+8H Lipsko, Polen","5,0",5
Przyjazne remonty Krzysztof Poplawski,Generalunternehmer,"Zacisze 15c, 66-200 Świebodzin, Polen",facebook.com,"6FVX+38 Schwiebus, Polen","4,7",12
Michalski Tomasz. Firma remontowo - budowlana,Generalunternehmer,"Generała Kazimierza Pułaskiego 34, 06-200 Maków Mazowiecki, Polen",,"V36W+JV Maków Mazowiecki, Polen","5,0",1
Instalacje dla domu - Łukasz Podbielski,Sanitärinstallateur,"Ostrołęcka 21, 18-411 Śniadowo, Polen",,"2XRM+4G Śniadowo, Polen",,
Budowlane Instalacje Techniczne Marcin Makowski,Heizungs- und Klimatechnikbetrieb,"Nowogrodzka 240, 18-400 Łomża, Polen",hydrauliklomza.pl,"52QQ+38 Łomża, Polen",,
"ESG-Plus. Instalacje c.o., wodno-kanalizacyjne, gazowe",Auftragnehmer,"Janusza Kusocińskiego 44, 68-200 Żary, Polen",,"J4FX+Q2 Sorau, Polen",,
Pogotowie Hydrauliczne Zielona Góra - P.H.U. TOM TOMASZ DERĘGOWSKI,Sanitärinstallateur,"Morelowa 31/4, 65-434 Zielona Góra, Polen",niekapek.com.pl,"WGJ8+F6 Zielona Góra, Polen","4,7",78
Hydraulika Mariusz Matuszak,Sanitärinstallateur,"Agrestowa 25, 65-001 Zielona Góra, Polen",hydraulika.mariuszmatuszak.pl,"WFVC+M7 Zielona Góra, Polen","4,3",19
Montaż klimatyzacji Montaż pomp ciepła Serwis pomp ciepła,Geschäftsstelle,"Ireny, 03-641 Warszawa, Polen",,"73R5+9R Warschau, Polen","3,0",4
Serwis kotłów gazowych i pomp ciepła - Envir Technology,Heizungs- und Klimatechnikbetrieb,"Maków Polnych 15, 05-070 Sulejówek, Polen",envir.pl,"67GM+VF Sulejówek, Polen","3,0",4
MARTYN-EX s.c.,Klimaanlagenanbieter,"Ostródzka 195F/11, 03-289 Warszawa, Polen",klimatyzacja-warszawa.com,"82JR+W6 Warschau, Polen","4,7",68
Instalkrólak - Instalatorstwo Sanitarne | C.O. | Gazowe,Dienstleistungen im Bereich von sanitären Anlagen,"Urocza 8, 05-300 Mińsk Mazowiecki, Polen",instalkrolak.pl,"5HP3+RG Mińsk Mazowiecki, Polen","5,0",1
"Kowalczyk Mariusz. Instalacje wodno-kanalizacyjne, kolektory słoneczne, kotłownie",Auftragnehmer,"Warszawska 212, 05-300 Mińsk Mazowiecki, Polen",,"5HHH+34 Mińsk Mazowiecki, Polen",,
Hydraulik grodzisk mazowiecki pogotowie hydrauliczne 24H awarie,Sanitärinstallateur,"Okólna 8, 05-822 Milanówek, Polen",dobreogrzewanie.oferteo.pl,"4M98+JX Milanówek, Polen","5,0",2
Instal Maciej Bączek,Elektriker,"Mariana Langiewicza 11, 05-120 Legionowo, Polen",instal-elektryk.com.pl,"CW25+35 Legionowo, Polen","5,0",2
Polterms - autoryzowany instalator kabli i mat grzejnych DEVI Danfoss i Elektra,Elektroinstallationsdienst,"Generała Władysława Sikorskiego 5, 05-119 Łajski, Polen",polterms.com.pl,"CWFP+CQ Łajski, Polen","4,5",2
"Pogotowie hydrauliczne Wolski Robert, Autoryzowany Instalator Vaillant",Sanitärinstallateur,"Srebrna 5m2, 05-800 Pruszków, Polen",pogotowiehydrauliczne.com.pl,"5R56+WG Pruszków, Polen","4,7",49
Sawicki Andrzej. Usługi remontowo - wykończeniowe,Auftragnehmer,"Sadowa 7, 06-300 Przasnysz, Polen",,"2VGV+JW Przasnysz, Polen",,
LAOS Michał Bieńkowski,Generalunternehmer,"Kurpiowska 19, 06-300 Przasnysz, Polen",,"2V9H+CM Przasnysz, Polen","5,0",1
Jakub Szczepański. Usługi dekarskie i wykończenia wnętrz,Generalunternehmer,"Wojskowa 28/4, 06-300 Przasnysz, Polen",,"2V8X+74 Przasnysz, Polen","5,0",1
Alfa Instalacje,Auftragnehmer,"Tadeusza Kościuszki 71, 06-100 Pułtusk, Polen",,"P36M+G8 Pułtusk, Polen","3,0",1
Hydraulik 24/7 Otwock,Sanitärinstallateur,"Poznańska 13, 05-400 Otwock, Polen",hydraulik24h.net,"4722+P2 Otwock, Polen","4,4",30
Firma Uslugowo - Handlowa Liberpol Andrzej Liberek,Sanitärinstallateur,"Wyszogrodzka 21, 09-100 Bońki, Polen",liberpol.pl,"J946+PQ Bońki, Polen","4,4",45
"Rajewski Stefan. Firma usługowa. Instalacje co, wod-kan",Auftragnehmer,"Konstantego Ildefonsa Gałczyńskiego 4, 09-100 Płońsk, Polen",,"J9F6+QV Płońsk, Polen",,
Usługi Remontowo-Budowlane i Hydrauliczne Maciej Rojewski,Sanitärinstallateur,"Konstytucji 3 Maja 3/9, 96-500 Sochaczew, Polen",,"66MX+QQ Sochaczew, Polen",,
Usługi Remontowo-Budowlane DOM Zbigniew Kwiatkowski,Geschäftsstelle,"Wincentego Witosa 11, 09-300 Żuromin, Polen",,"3WG2+5H Żuromin, Polen",,
"Mirko. Instalacje c.o., wod.-kan. i gazowe. Ostrowski M.",Auftragnehmer,"Targowa 18, 96-500 Sochaczew, Polen",,"67Q4+H7 Sochaczew, Polen","5,0",1
Komplex Instal. Baran J.,Auftragnehmer,"Duczkowska 48, 05-200 Wołomin, Polen",,"9747+8H Wołomin, Polen","3,8",10
Szarek Andrzej. Firma remontowo - budowlana,Auftragnehmer,"32-200, Polen",,"8276+5C Przesławice, Polen","5,0",2
"Instalator. Instalatorstwo wodno-kanalizacyjne, c.o. i gazowe. Gawor W.",Auftragnehmer,"Dworcowa 12, 32-800 Brzesko, Polen",,"XJP5+CR Brzesko, Polen","5,0",1
"Piórek Marian. Zakład instalacji gazowych, wodno - kanalizacyjnych i c.o.",Auftragnehmer,"Wrzosowa 16, 32-500 Chrzanów, Polen",,"4CHJ+RJ Chrzanów, Polen",,
Pro-Instal Sebastian Kasperek,Sanitärinstallateur,"Zielona 16, 32-651 Bielany, Polen",,"W6R4+FM Bielany, Polen",,
"POLCYN-Partner Serwis-Montaż-Sprzedaż Pompy ciepła, kotły gazowe",Heizungsanlagenanbieter,"Dąbrówki 31, 32-040 Ochojno, Polen",polcyn.vaillant-partner.pl,"XX56+5H Ochojno, Polen","5,0",5
Solar-Term Marcin Chrzanowski,Heizungsmonteur,"Sienkiewicza 102, 33-101 Tarnów, Polen",solar-term.pl,"2W38+J8 Tarnów, Polen","4,4",7
Usługi Hydrauliczne Jakub Peterszajn,Sanitärinstallateur,"468, 34-650 Tymbark, Polen",,"P8VM+6G Tymbark, Polen","5,0",19
MMN Hydraulika | Hydraulik Limanowa Pogotowie Hydrauliczne,Sanitärinstallateur,"Sowliny 219, 34-600 Limanowa, Polen",mmnhydraulika.pl,"PCHG+VF Sowliny, Polen","5,0",2
NOWINOX,Geländeranbieter,"Mordarka 815, 34-600 Limanowa, Polen",nowinox.com.pl,"PF22+22 Mordarka, Polen","3,0",2
Hydraulik Łukasz Kraków i okolice,Sanitärinstallateur,"Fatimska 61, 31-831 Kraków, Polen",,"32VG+2Q Krakau, Polen","5,0",6
Motor Mania Husky,Autowerkstatt,"Żmigrodzka 242D, 51-131 Wrocław, Polen",facebook.com,"526F+25 Breslau, Polen","4,7",49
Klimatyzacja Kraków Instalacjekrk,Klimaanlagenanbieter,"Osiedle Tysiąclecia 24, 31-608 Kraków, Polen",instalacjekrk.pl,"32R3+6G Krakau, Polen","5,0",5
JUNIK ALTERNATORY ROZRUSZNIKI REGENERACJA NAPRAWA,Autoelektrikdienst,"Mechaniczna 19, 67-200 Głogów, Polen",m.facebook.com,"M434+6P Głogów, Polen","4,9",56
Mechanika Pojazdowa Szlifowanie wałów i Cylindrów Andrzej Kruszyński,Mechaniker,"Spokojna 3, 67-200 Głogów, Polen",cylex-polska.pl,"M3FW+68 Głogów, Polen","4,7",66
Pol-Zbyt. Sklep motoryzacyjny,Kfz-Ersatzteilgeschäft,"Podwale 15, 56-200 Góra, Polen",,"MGCP+7R Góra, Polen","2,2",5
Auto expert,Autowerkstatt,"Ignacego Daszyńskiego 35a, 67-200 Głogów, Polen",,"M35W+96 Głogów, Polen","5,0",1
Moto-Rol,Kfz-Ersatzteilgeschäft,"Wiejska, 59-440 Jawor, Polen",motorol.pl,"3646+4V Jawor, Polen","4,8",158
Auto-Kaczmarek. Kaczmarek R.,Autowerkstatt,"Kolejowa 3-4, 58-570 Jelenia Góra, Polen",,"VJ2W+G8 Jelenia Góra, Polen","5,0",2
Auto-Moto-Szlif. Matuszewski B.,Autowerkstatt,"59-411 Paszowice; 53a, 59-411, Polen",,"25CF+VF Paszowice, Polen",,
Auto Darlak,Fahrzeuglackiererei,"Karola Miarki 18, 58-500 Jelenia Góra, Polen",facebook.com,"VPW8+4C Jelenia Góra, Polen","4,4",7
Busik. Autosklep. Obrocki R.,Kfz-Ersatzteilgeschäft,"Kopernika 30, 59-800 Lubań, Polen",,"47GP+7Q Lauban, Polen","4,3",15
WWA Auto-Parts. Wójcik A.,Kfz-Ersatzteilgeschäft,"Wierzbowa 23, 56-300 Milicz, Polen",,"G789+MW Milicz, Polen",,
Sklep Motoryzacyjny Plus Patryk Korzeniowski,Kfz-Ersatzteilgeschäft,"Trzebnicka 31, 56-300 Milicz, Polen",,"G79G+69 Milicz, Polen","3,0",3
Kuczyńscy R.T. Autoczęści SC,Kfz-Ersatzteilgeschäft,"Wrocławska 6, 56-300 Milicz, Polen",,"G7JF+2W Milicz, Polen",,
Auto Moto Sklep z art. motoryzacyjnymi,Kfz-Ersatzteilgeschäft,"Drzymały 35, 59-300 Lubin, Polen",,"C624+CR Lubin, Polen","4,7",21
szkudłapski Wojciech. Części samochodowe,Kfz-Ersatzteilgeschäft,"Sycowska 2C, 56-300 Milicz, Polen",,"G77G+WR Milicz, Polen",,
Domińczyk Jolanta. Autoczęści,Kfz-Ersatzteilgeschäft,"Osadnicza 27, 56-300 Milicz, Polen",,"G7FP+79 Milicz, Polen",,
PHU Bonus Marek Dera,Kfz-Ersatzteilgeschäft,"Wojska Polskiego 21, 56-300 Milicz, Polen",,"G7HH+6W Milicz, Polen","4,9",7
Rooster Garage Auto Serwis,Autowerkstatt,"Kominiarska 40, 51-180 Wrocław, Polen",roostergarage.pl,"52C3+GG Breslau, Polen","4,7",43
Dziki Car-Service Marek Dziki,Autowerkstatt,"Nyska 61a, 50-505 Wrocław, Polen",dobrywarsztat.info,"33P2+7P Breslau, Polen","4,7",85
Auto Krzyś. Maciejewski K.,Autohändler,"Żeromskiego 84, 50-312 Wrocław, Polen",,"43G2+M3 Breslau, Polen",,
Motor Car,Autowerkstatt,"Konwaliowa 4, 86-060 Nowa Wieś Wielka, Polen",motor-car.pl,"X38R+Q3 Nowa Wieś Wielka, Polen","4,4",179
MTZ MOTORS,Kfz-Ersatzteilgeschäft,"Stefana Batorego, 86-102 Świecie, Polen",,"CF53+22 Świecie, Polen",,
Auto-Moto s.c. Warsztat samochodowy,Autowerkstatt,"Przemysłowa 1, 86-060 Nowa Wieś Wielka, Polen",,"X4G2+8F Nowa Wieś Wielka, Polen","4,8",4
Autoryzowany Serwis Blacharsko-Lakierniczy Ulsan Motor,Autowerkstatt,"Fordońska 32, 85-085 Bydgoszcz, Polen",ulsanmotor.ssangyong-auto.pl,"429V+XV Bydgoszcz, Polen","5,0",6
Vestia Motors,Fahrzeuglackiererei,"Okrężna 12b, 85-550 Bydgoszcz, Polen",,"5X4F+5M Bydgoszcz, Polen","4,7",24
Auto naprawa handel,Autowerkstatt,"Fordońska 426, 85-790 Bydgoszcz, Polen",,"45V4+H7 Bydgoszcz, Polen",,
"Auto SERVIS, Ostrowite 40",Autowerkstatt,"Ostrowite 40, 87-400 Ostrowite, Polen",,"42JM+G9 Ostrowite, Polen",,
"Ce Mot s.c. Centrum motoryzacyjne. Garstecki G., Taczkowski B.",Autowerkstatt,"Kcyńska 35, 89-200 Szubin, Polen",,"2P4G+4X Szubin, Polen",,
Kluczyński Edmund. Autoczęści. Sklep motoryzacyjny,Kfz-Ersatzteilgeschäft,"Rynek 27, 89-240 Kcynia, Polen",,"XFRQ+R6 Kcynia, Polen","4,4",9
Mechatronika Szymański Ryszard,Autowerkstatt,"Rypińska 11, 87-510 Skrwilno, Polen",,"2J9C+66 Skrwilno, Polen",,
Lakiernictwo Pojazdowe / Sklep lakierniczy,Autowerkstatt,"Mickiewicza 10, 89-500 Tuchola, Polen",facebook.com,"HVG7+F7 Tuchola, Polen","5,0",29
Sklep motoryzacyjny uAgi,Kfz-Ersatzteilgeschäft,"Pocztowa 6, 89-500 Tuchola, Polen",,"HVP7+PH Tuchola, Polen","5,0",3
"Auto Serwis Majewski Ciężarowe,Dostawcze,Osobowe",Autowerkstatt,"87-410 Sierakowo, Polen",m.facebook.com,"5V9C+WQ Sierakowo, Polen","4,8",34
JTR Motorsport,Autowerkstatt,"Wały Generała Władysława Sikorskiego 27/29, 87-100 Toruń, Polen",facebook.com,"2J86+78 Toruń, Polen","5,0",1
CELMER AUTO-MOTO RAFAŁ CELMER,Autowerkstatt,"Marii Skłodowskiej-Curie 103B, 87-100 Toruń, Polen",facebook.com,"2MQM+4F Toruń, Polen","4,2",27
Auto-Moto F.Z.T. Andrzej Gurzyński,Auto-Maschinenwerkstatt,"Marii Skłodowskiej-Curie 81B, 87-100 Toruń, Polen",,"2MQF+2G Toruń, Polen",,
Słomczyn Biłgorajski,Kfz-Ersatzteilgeschäft,"Nadstawna 66, 23-400 Biłgoraj, Polen",,"GPP9+4V Biłgoraj, Polen","5,0",3
Moto-Tech Centrum Motoryzacyjne,Autowerkstatt,"Generała Komorowskiego 20, 23-400 Biłgoraj, Polen",moto-tech.com.pl,"GPGG+W8 Biłgoraj, Polen","4,2",151
Hucik Zofia. Sklep motoryzacyjny,Kfz-Ersatzteilgeschäft,"Tadeusza Kościuszki 8, 23-400 Biłgoraj, Polen",,"GPRC+HM Biłgoraj, Polen",,
"K-T Motors Pomoc Drogowa , Skup Aut",Autowerkstatt,"Kwiatowa 6, 22-105 Okszów, Polen",,"5F6R+46 Okszów, Polen","5,0",4
Olrex s.c. FHU,Kfz-Ersatzteilgeschäft,"3 Maja 90, 23-400 Biłgoraj, Polen",olrex.mikrowitryna.pl,"GPMC+F7 Biłgoraj, Polen","4,7",11
Auto Moto Doktor,Autowerkstatt,"Głuska 252, 20-385 Lublin, Polen",,"5HHX+QX Lublin, Polen","3,0",2
Auto-Max. FHU. Stefaniak W.,Kfz-Ersatzteilgeschäft,"Lubelska 38, 21-560 Międzyrzec Podlaski, Polen",,"XQMJ+GQ Meseritz, Polen",,
Cer Motor Sp. z o.o. Filia Lublin,Kfz-Ersatzteilgeschäft,"Janowice 52, 21-007 Janowice, Polen",cermotor.com.pl,"6QV9+XV Janowice, Polen","4,8",12
Drzazga Zofia. Sklep motoryzacyjny,Kfz-Ersatzteilgeschäft,"Ulanowska 21, 23-300 Janów Lubelski, Polen",,"PC39+V3 Janów Lubelski, Polen","1,0",1
Auto&Moto-Color,Fahrzeuglackiererei,"Krańcowa, 21-100 Lubartów, Polen",facebook.com,"CJX4+C9 Lubartów, Polen",,
Moto-Expert Auto Części Sp. Z o.o.,Markt für Autoteile,"Szkolna 25, 24-320 Poniatowa, Polen",,"53P5+XF Poniatowa, Polen","4,9",79
Serwis MOTRIO - Doktor Moto,Autowerkstatt,"Techniczna 4, 20-151 Lublin, Polen",doktormoto.pl,"7H9C+5P Lublin, Polen","5,0",24
Motostacja u Lewego,Kfz-Ersatzteilgeschäft,"Kolejowa 243, 21-200 Parczew, Polen",,"JVHC+5V Parczew, Polen","4,8",24
Turbo Sklep Firma Handlowa Tadeusz Kleszcz,Kfz-Ersatzteilgeschäft,"Kolejowa, 21-200 Parczew, Polen",,"JVQQ+9P Parczew, Polen","4,2",5
AUTO-CZĘŚCI MIX Sklep Motoryzacyjny,Kfz-Ersatzteilgeschäft,"Kościelna 48, 21-200 Parczew, Polen",,"JWQ2+JX Parczew, Polen","4,8",25
Auto-Zbyt. Sklep motoryzacyjno - przemysłowy. Wizor J.,Kfz-Ersatzteilgeschäft,"Jana Pawła II 30, 21-200 Parczew, Polen",,"JWR6+J5 Parczew, Polen","1,0",1
CZĘŚCI SAMOCHODOWE U LEWEGO Maciej Lewandowski,Kfz-Ersatzteilgeschäft,"21-200 Parczew, Polen",,"JWW9+2X Parczew, Polen","4,7",31
TOP-CAR - Sklep Firmowy Hurtowni Chemii Samochodowej,Kfz-Ersatzteilgeschäft,"Lubelska 84, 24-100 Puławy, Polen",,"CX7Q+JM Puławy, Polen","5,0",5
Auto Części Janusz Wilczyński,Kfz-Ersatzteilgeschäft,"Zygmunta Wróblewskiego 3F, 24-100 Puławy, Polen",czesciwilczynski.pl,"CX99+RV Puławy, Polen","4,7",178
P.W.Autokompleks Z.Filipek,Fachhandel für Autobatterien,"Składowa 6, 24-100 Puławy, Polen",autokompleks.net.pl,"CX8V+FH Puławy, Polen","4,4",90
Auto-test Stacja kontroli pojazdów,Kfz-Prüfstelle,"Lubelska 38, 21-300 Radzyń Podlaski, Polen",,"QJFC+W6 Radzyń Podlaski, Polen","4,9",22
Bosch Car Service MotoClinic,Autowerkstatt,"Piasecka 18, 21-040 Świdnik, Polen",motoclinic.bosch-service.pl,"6J6W+X5 Świdnik, Polen","5,0",3
Auto Inżynieria,Autowerkstatt,"Fiołkowa 1, 21-040 Kalinówka, Polen",,"5MW3+GW Kalinówka, Polen","4,8",128
Moto-Tim Drwal. Drwal T.,Autowerkstatt,"Dwie Topole 19-15, 21-040, Polen",,"6J3R+65 Lublin, Polen","5,0",13
"Bosch Service Pilzak-Auto, REGENERACJA TURBOSPRĘŻAREK, STACJA KONTROLI POJAZDÓW",Autowerkstatt,"Jakubówka 17A, 08-503 Jakubówka, Polen",,"M335+7C Jakubówka, Polen","4,8",88
GONTI CAR,Autoelektrikdienst,"Nowogródek 22, 21-400 Łuków, Polen",gonticar.pl,"W997+6F Łuków, Polen","5,0",12
Black Car Rafał Dynek. Sklep Motoryzacyjny,Kfz-Ersatzteilgeschäft,"Piłsudskiego 19, 21-450 Stoczek Łukowski, Polen",,"XX7C+G5 Stoczek Łukowski, Polen","4,8",92
TiM Serwis,Autowerkstatt,"Świętochowskiego 4, 21-400 Łuków, Polen",timserwis.letnet.pl,"W9JR+PP Łuków, Polen","4,4",18
Sklep motoryzacyjny K-AUTO,Kfz-Ersatzteilgeschäft,"Długa 44, 08-430 Żelechów, Polen",,"RW55+XF Żelechów, Polen","4,9",19
"EURO MOTO, Zakład Motoryzacyjny",Kfz-Ersatzteilgeschäft,"Kazimierza Wielkiego 4, 21-400 Łuków, Polen",euromoto.lukow.pl,"W9RF+JQ Łuków, Polen","4,8",6
"Auto Shop Bancerz Zbigniew, Narzędzia, oleje i akcesoria samochodowe",Kfz-Ersatzteilgeschäft,"Siedlecka 61, 21-400 Łuków, Polen",,"W9RG+J3 Łuków, Polen","5,0",7
Misztalski T. Sklep motoryzacyjny,Kfz-Ersatzteilgeschäft,"Lubelska 16, 22-234 Urszulin, Polen",,"95QQ+7P Urszulin, Polen","5,0",1
Cer Motor Sp. z o.o.,Kfz-Ersatzteilgeschäft,"Zjednoczenia 5B, 65-120 Zielona Góra, Polen",cermotor.com.pl,"WFRV+M4 Zielona Góra, Polen","5,0",2
Agnes Bis. FHU. Zawadzki P.,Kfz-Ersatzteilgeschäft,"Ignacego Daszyńskiego 45, 69-200 Sulęcin, Polen",agnesbis.pl,"F425+RX Sulęcin, Polen","5,0",1
Femin Car,Kfz-Ersatzteilgeschäft,"Pocztowa, 67-100 Nowa Sól, Polen",,"RP39+2J Nowa Sól, Polen",,
A. & H. Ciszka,Kfz-Ersatzteilgeschäft,"Zielonogórska 8, 67-120 Kożuchów, Polen",,"PHWV+WJ Kożuchów, Polen","4,5",6
Wözki Sklep Z Częściami,Kfz-Ersatzteilgeschäft,"Zgorzelecka 83A, 68-200 Żary, Polen",,"J485+P9 Sorau, Polen",,
Auto-Części LUCAR,Kfz-Ersatzteilgeschäft,"Osów 63C, 66-530, Polen",,"RRF5+2P Osów, Polen",,
VPS-Motor,Autorestaurierung,"Kłudzienko 7, 05-825 Tłuste, Polen",vpsmotor.com,"5J48+X7 Tłuste, Polen","4,9",14
KORNAK MOTORS,Autowerkstatt,"Nowolipie 64, 05-126 Nieporęt, Polen",kornak-motors.eu,"C2HR+MW Nieporęt, Polen","4,3",19
Moto-Camp,Kfz-Ersatzteilgeschäft,"aleja Wyzwolenia 35, 08-440 Pilawa, Polen",,"XG5Q+59 Pilawa, Polen","4,7",9
Br Motors - Majster Robert Czerwiński,Mechaniker,"96-325, Polen",,"2H55+F4 Radziejowice, Polen","5,0",1
